ID,Member,Order,SKU
3025,SWOZZCZ,7450162,15668381
3026,SWOZZZE,7727449,15670250
3027,SWOZZZE,7727449,15670252
3028,SWOZZZE,7727449,15670163
3029,SWOZZZE,7727449,7590866
3030,SWOZZZE,7727449,15670192
3031,SWRCCCC,8226852,15669777
3032,SWRCCCC,8226852,15670267
3033,SWRCCCC,8226852,15669856
3034,SWRCCCC,8226852,15669832
3035,SWRCCCC,8226852,15669861
3036,SWRCEHH,8226188,15669777
3037,SWRCEHH,8226188,15668469
3038,SWRCEHH,8226188,15668458
3039,SWRCEHH,8226188,15668380
3040,SWRCEHH,8226188,15668381
3041,SWRCHWS,7712484,15669872
3042,SWRCHWS,7712484,15669780
3043,SWRCHWS,7712484,15668378
3044,SWRCHWS,7712484,15669880
3045,SWRCHWS,7712484,15668478
3046,SWRCLON,8085797,15668471
3047,SWRCLON,8085797,15668460
3048,SWRCLON,8085797,15668467
3049,SWRCLON,8085797,15668451
3050,SWRCLON,8085797,15668685
3051,SWRCNLO,8271902,15668688
3052,SWRCNLO,8271902,15668460
3053,SWRCNLO,8271902,15669760
3054,SWRCNLO,8271902,15668458
3055,SWRCNLO,8271902,15668379
3056,SWRCSSC,7608368,15669832
3057,SWRCSSC,7608368,15668467
3058,SWRCSSC,7608368,15669887
3059,SWRCSSC,7608368,15669817
3060,SWRCSSC,7608368,15668687
3061,SWRCWSC,7617765,15669760
3062,SWRCWSC,7617765,34986125
3063,SWRCWSC,7617765,15669965
3064,SWRCWSC,7617765,34987566
3065,SWRCWSC,7617765,15669884
3066,SWREHHO,8337624,15668379
3067,SWREHHO,8337624,15668451
3068,SWREHHO,8337624,15668465
3069,SWREHHO,8337624,15668460
3070,SWREHHO,8337624,15668471
3071,SWREHOR,8112726,15669869
3072,SWREHOR,8112726,15669781
3073,SWREHOR,8112726,15669777
3074,SWREHOR,8112726,15669878
3075,SWREHOR,8112726,15669861
3076,SWRELHW,7493590,15669864
3077,SWRELHW,7493590,15669878
3078,SWRELHW,7493590,15669772
3079,SWRELHW,7493590,15668381
3080,SWRELHW,7493590,15669760
3081,SWRENHO,7703098,15669885
3082,SWRENHO,7703098,15668449
3083,SWRENHO,7703098,15669778
3084,SWRENHO,7703098,15669772
3085,SWRENHO,7703098,15669866
3086,SWRHCCH,7377566,15669772
3087,SWRHCCH,7377566,15669878
3088,SWRHCCH,7377566,15669769
3089,SWRHCCH,7377566,15668378
3090,SWRHCCH,7377566,15669762
3091,SWRHERW,7344710,15668460
3092,SWRHERW,7344710,15668379
3093,SWRHERW,7344710,15669869
3094,SWRHERW,7344710,15669777
3095,SWRHERW,7344710,15668470
3096,SWRHHWL,7516989,15669764
3097,SWRHHWL,7516989,15668381
3098,SWRHHWL,7516989,15668688
3099,SWRHHWL,7516989,15668462
3100,SWRHHWL,7516989,15669988
3101,SWRHLLZ,8283042,15669859
3102,SWRHLLZ,8283042,15669860
3103,SWRHLLZ,8283042,15669988
3104,SWRHLLZ,8283042,15669866
3105,SWRHLLZ,8283042,15669832
3106,SWRHNSN,8199996,15669863
3107,SWRHNSN,8199996,34986328
3108,SWRHNSN,8199996,15669786
3109,SWRHNSN,8199996,15669818
3110,SWRHNSN,8199996,34987566
3111,SWRHNWW,7654205,15669777
3112,SWRHNWW,7654205,15669776
3113,SWRHNWW,7654205,15669835
3114,SWRHNWW,7654205,15669870
3115,SWRHNWW,7654205,15669886
3116,SWRHRHL,8213552,15669988
3117,SWRHRHL,8213552,15669869
3118,SWRHRHL,8213552,15669772
3119,SWRHRHL,8213552,15669765
3120,SWRHRHL,8213552,15669762
3121,SWRHRLL,8101152,15668381
3122,SWRHRLL,8101152,15668688
3123,SWRHRLL,8101152,15668465
3124,SWRHRLL,8101152,15668462
3125,SWRHRLL,8101152,15668379
3126,SWRHSEW,7382432,15668460
3127,SWRHSEW,7382432,15668467
3128,SWRHSEW,7382432,15668379
3129,SWRHSEW,7382432,15668378
3130,SWRHSEW,7382432,15668473
3131,SWRHWEH,8250969,15668379
3132,SWRHWEH,8250969,15669878
3133,SWRHWEH,8250969,15669832
3134,SWRHWEH,8250969,15668478
3135,SWRHWEH,8250969,7587694
3136,SWRHZOO,8125808,15669857
3137,SWRHZOO,8125808,15669780
3138,SWRHZOO,8125808,15669767
3139,SWRHZOO,8125808,15669880
3140,SWRHZOO,8125808,15669864
3141,SWRHZSH,8262498,34986125
3142,SWRHZSH,8262498,15669760
3143,SWRHZSH,8262498,21409004
3144,SWRHZSH,8262498,15668460
3145,SWRHZSH,8262498,7625765
3146,SWRLHOS,8269031,15670260
3147,SWRLHOS,8269031,15668379
3148,SWRLHOS,8269031,15668594
3149,SWRLHOS,8269031,15670157
3150,SWRLHOS,8269031,34987110
3151,SWRLOEC,8095702,15669780
3152,SWRLOEC,8095702,15669856
3153,SWRLOEC,8095702,15670267
3154,SWRLOEC,8095702,15669886
3155,SWRLOEC,8095702,7580823
3156,SWRLSWR,8158818,15668460
3157,SWRLSWR,8158818,15668449
3158,SWRLSWR,8158818,15668465
3159,SWRLSWR,8158818,15669878
3160,SWRLSWR,8158818,15669835
3161,SWRLWHS,7757462,15670250
3162,SWRLWHS,7757462,15670252
3163,SWRLWHS,7757462,15670144
3164,SWRLWHS,7757462,15670260
3165,SWRLWHS,7757462,15670241
3166,SWRNCEH,7708176,15669863
3167,SWRNCEH,7708176,15668458
3168,SWRNCEH,7708176,15668460
3169,SWRNCEH,7708176,15668383
3170,SWRNCEH,7708176,15668519
3171,SWRNCSS,7448398,15669777
3172,SWRNCSS,7448398,15669880
3173,SWRNCSS,7448398,15669871
3174,SWRNCSS,7448398,15669887
3175,SWRNCSS,7448398,15669815
3176,SWRNEHZ,8070847,7593949
3177,SWRNEHZ,8070847,15668451
3178,SWRNEHZ,8070847,15668688
3179,SWRNEHZ,8070847,15669804
3180,SWRNEHZ,8070847,15669824
3181,SWRNESE,7485532,7590864
3182,SWRNESE,7485532,15668520
3183,SWRNESE,7485532,15668688
3184,SWRNESE,7485532,7590866
3185,SWRNESE,7485532,15668460
3186,SWRNHCS,8105205,15669872
3187,SWRNHCS,8105205,15669869
3188,SWRNHCS,8105205,15669874
3189,SWRNHCS,8105205,15669886
3190,SWRNHCS,8105205,15669817
